#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-03-12T09:08:07 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5e694b4935b2	
#INFO	-out.max=unlimited	
#INFO	queryParameters=30	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/A+A/633/A53&tab:{J/A+A/633/A53/tceclass}&key:source=J/A+A/633/A53&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/633/A53/tceclass
#-order=I
#-out=recno
#-out=Name
#-out=Pplavall
#-out=Tdepth
#-out=Tdur
#-out=Tepoch
#-out=Tperiod
#-out=Sector
#-out=TIC
#-out=[M/H]
#-out=Teff
#-out=Tmag
#-out=Dist
#-out=logg
#-out=Mass
#-out=pmDE
#-out=pmRA*
#-out=RAJ2000
#-out=DEJ2000
#-out=rad
#-out=rho
#

#RESOURCE=yCat_36330053
#Name: J/A+A/633/A53
#Title: TESS planet candidates classification (Osborn+, 2020)
#Table	J_A_A_633_A53_tceclass:
#Name: J/A+A/633/A53/tceclass
#Title: Class probability estimates for each Threshold Crossing Event (TCE) (Tables A1 and A2)
#Column	recno	(I8)	Record number assigned by the VizieR team. Should Not be used for identification.	[ucd=meta.record]
#Column	Name	(A18)	Unique Threshold Crossing Event (TCE) identifier, in the form TID_ndet_sector (IDTCE)	[ucd=meta.id;instr.sensitivity]
#Column	Pplavall	(F5.3)	Planet class probability (mean average over all 2-,3- & 4-class models) (pl_av_all)	[ucd=stat.fit.goodness]
#Column	Tdepth	(I6)	TCE Depth (TDEPTH)	[ucd=phot.flux.density;arith.ratio]
#Column	Tdur	(F7.3)	TCE Duration (TDUR)	[ucd=time.duration]
#Column	Tepoch	(F7.3)	Epoch of first transit (BJD-2454833.0) (TEPOCH)	[ucd=time.epoch]
#Column	Tperiod	(F7.3)	TCE Period (TPERIOD)	[ucd=time.period]
#Column	Sector	(I2)	TESS sector (1-4, 99=multi-sector) (sector)	[ucd=meta.code]
#Column	TIC	(I9)	Tess ID (from Tess input catalogue) (TID)	[ucd=meta.id]
#Column	[M/H]	(F7.3)	? Target star Metallicity (MH)	[ucd=meta.id;meta.main]
#Column	Teff	(F8.2)	? Target star effective surface temperature (Teff)	[ucd=meta.id]
#Column	Tmag	(F7.3)	Target star Tess magnitude (Tmag)	[ucd=phot.mag;em.opt]
#Column	Dist	(F13.6)	? Target star distance (d)	[ucd=pos.distance]
#Column	logg	(F9.6)	? Target star log surface gravity (logg)	[ucd=meta.id]
#Column	Mass	(F9.6)	? Target star mass in solar masses (mass)	[ucd=meta.id]
#Column	pmDE	(F11.6)	? Target star proper motion in declination (pmDEC)	[ucd=pos.pm;pos.eq.dec]
#Column	pmRA*	(F11.6)	? Target star proper motion in RA, pmRA*cosDE (pmRA)	[ucd=pos.pm;pos.eq.ra]
#Column	RAJ2000	(F10.6)	Target star right ascension (J2000) (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F10.6)	Target star declination (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	rad	(F9.6)	? Target star radii in solar radius (rad)	[ucd=meta.id]
#Column	rho	(F9.6)	? Target star density scaled to solar density (rho)	[ucd=phys.density]
#recno	Name	Pplavall	Tdepth	Tdur	Tepoch	Tperiod	Sector	TIC	[M/H]	Teff	Tmag	Dist	logg	Mass	pmDE	pmRA*	RAJ2000	DEJ2000	rad	rho
# 	 	 	ppm	h	d	d	 	 	[-]	K	mag	pc	[cm/s2]	Msun	mas/yr	mas/yr	deg	deg	Rsun	Sun
#--------	------------------	-----	------	-------	-------	-------	--	---------	-------	--------	-------	-------------	---------	---------	-----------	-----------	----------	----------	---------	---------
    1123	000348839788_00_03	0.001	  1060	 12.358	1388.20	 14.720	 3	348839788	       	 3820.00	  9.218	    33.427200	 4.732100	 0.597000	  54.380000	 -12.660000	 98.842700	-57.626400	 0.551000	 3.568780
    1124	000177354239_00_99	0.001	   720	 17.524	1335.60	 29.446	99	177354239	 -0.017	 5519.73	 11.030	   177.903778	 4.552290	 1.022700	  38.983600	  -6.713080	104.508202	-75.659992	 0.929109	 1.275110
    1125	000140687826_01_99	0.001	   580	  7.525	1349.36	 53.204	99	140687826	       	 3691.00	  8.334	   666.824646	         	 0.544836	   5.930330	  -0.176768	 73.283847	-75.017630	 0.547386	
    1126	000061979895_00_01	0.001	   890	  4.404	1328.75	 20.404	 1	 61979895	 -0.520	 5252.10	 10.082	   124.844566	 3.740000	 0.999813	 -14.559500	  11.837400	335.710247	-35.303343	 1.091710	 0.768417
    1127	000350618622_00_02	0.001	  1570	  4.701	1363.23	 12.822	 2	350618622	  0.180	 6461.80	  8.566	   112.529106	 4.350000	 1.441140	  66.855700	   8.183840	 87.401712	-54.910734	 1.478560	 0.445851
    1128	000055497281_02_03	0.001	  1230	  7.500	1387.86	 18.218	 3	 55497281	       	 6135.00	  7.191	    66.733850	         	 1.142300	 130.940000	  49.702300	 71.717728	-60.603522	 1.604560	 0.276511
    1129	000289916363_01_01	0.001	  3280	 14.153	1332.60	 11.348	 1	289916363	       	 3360.00	 11.357	    48.004917	 4.934570	 0.311000	 -46.000000	 191.000000	317.859200	-29.970500	 0.315000	 9.950130
    1130	000234342809_00_02	0.001	  2270	 10.461	1365.49	 14.945	 2	234342809	       	 6317.00	  8.624	   109.977000	 4.250510	 1.244429	  48.890000	  46.750000	 38.285149	-69.743162	 1.384980	 0.468424
    1131	000350342912_00_99	0.001	  7410	  2.247	1327.97	 21.385	99	350342912	       	 3258.00	 13.859	   137.753571	 4.986600	 0.250000	-212.640000	 328.640000	 84.474000	-56.204800	 0.266000	13.283000
    1132	000038586438_01_01	0.001	126960	  1.343	1325.89	  1.111	 1	 38586438	       	 3451.00	 11.650	             	         	         	 -70.480100	 -75.818200	 64.090220	-62.012890	         	
    1133	000231061733_02_99	0.001	  1090	  5.040	1354.40	  2.398	99	231061733	       	 7673.00	  8.802	   378.270050	 3.706930	 1.797960	  18.247200	   8.610650	 31.250497	-57.373393	 3.112710	 0.059616
    1134	000260972843_01_99	0.001	 32170	  1.095	1328.32	 12.378	99	260972843	       	 3054.00	 13.300	             	 5.089620	 0.150000	 172.990000	  80.020000	 75.474000	-78.937000	 0.183000	24.475900
    1135	000198035432_00_03	0.001	   610	  1.920	1392.71	 11.933	 3	198035432	       	 6431.00	  8.976	   201.288712	 3.941650	 1.298710	   2.786240	   1.212090	 61.209417	-58.177841	 2.019030	 0.157792
    1136	000164681986_00_03	0.001	151020	 29.060	1394.19	  9.855	 3	164681986	       	 7989.00	 15.397	             	         	         	 149.130000	 199.540000	 24.633447	-19.912893	         	
    1137	000179369970_00_99	0.001	   780	  7.404	1342.87	 59.766	99	179369970	       	 4956.00	  8.898	   232.018478	 3.190310	 0.816766	 -18.145900	  -8.472380	 79.984337	-71.485318	 3.802850	 1.372150
    1138	000161264425_00_01	0.001	  1160	  1.774	1329.09	 20.301	 1	161264425	       	 5882.00	  9.850	   136.765945	 4.443810	 1.066020	  -5.037090	  -6.551320	341.343016	-50.968590	 1.026100	 0.986725
    1139	000337217173_00_04	0.001	  4220	  4.266	1412.15	 20.656	 4	337217173	       	 3263.00	 11.502	    41.734135	 4.982170	 0.231000	-135.090000	 483.190000	 39.822200	  7.471400	 0.257000	13.608600
    1140	000088479623_01_04	0.001	115600	 13.341	1413.36	  2.754	 4	 88479623	       	 3978.00	  8.644	    28.145601	 4.681880	 0.669000	 121.753000	 302.767000	 47.027800	-24.759600	 0.618000	 2.834400
    1141	000231715395_01_01	0.001	 48830	 11.687	1331.16	 11.409	 1	231715395	       	 5205.00	 10.462	   126.929688	 4.522430	 0.885184	 -16.055300	  10.860800	352.661301	-55.444833	 0.854110	 1.420670
    1142	000169766937_00_02	0.001	  3410	  2.819	1363.97	 15.472	 2	169766937	       	 5231.00	 10.224	   121.388214	 4.467690	 0.892345	 -54.548800	  54.374300	351.445157	-16.912752	 0.913349	 1.171180
    1143	000207205231_01_99	0.001	   200	  2.938	1359.13	 45.642	99	207205231	       	 3164.00	  3.508	   403.225800	         	         	  13.500000	  18.800000	 48.138159	-57.321567	         	
    1144	000047389361_00_02	0.001	  1970	  2.820	1363.08	  9.906	 2	 47389361	       	 4332.00	  8.899	             	         	         	 -22.921200	 -13.886700	341.941713	-25.283655	         	
    1145	000231907973_00_02	0.001	  4900	  4.453	1358.93	 15.818	 2	231907973	       	 4015.00	  9.717	    44.497684	         	 0.627384	 -56.272900	  88.003500	  6.311069	-61.513422	 0.646331	 2.323640
    1146	000260353507_01_02	0.001	   220	  1.131	1354.19	  0.333	 2	260353507	       	 6679.00	  8.251	   105.245209	         	 1.578450	   9.681660	  -0.366203	 94.766450	-53.973335	 1.509940	 0.458513
    1147	000348717439_02_01	0.001	 22640	 10.675	1330.27	 17.900	 1	348717439	       	 6872.00	  7.538	   115.660957	         	 1.657230	  61.607900	  75.169200	 45.057330	-81.088492	 2.212840	 0.152944
    1148	000372816629_01_03	0.001	 41490	  3.189	1386.27	  0.909	 3	372816629	       	 5149.00	 11.572	   222.965000	 4.469640	 0.869724	  25.138600	  39.851300	 66.935454	-58.200250	 0.899670	 1.194350
    1149	000261089147_01_01	0.001	 23270	 19.709	1331.44	 16.084	 1	261089147	       	 7884.00	  8.008	   141.484192	 4.167570	 1.883770	  88.437400	 -15.089100	 81.707170	-81.585356	 1.874750	 0.285889
    1150	000115443990_01_02	0.001	 20080	  4.825	1354.38	  1.511	 2	115443990	       	 6919.00	  8.608	   177.860046	 4.080510	 1.508780	 -32.586000	  74.612000	  6.728757	-39.881954	 1.854690	 0.236490
    1151	000294754396_00_04	0.001	  4980	  1.108	1411.56	 11.807	 4	294754396	       	 3736.00	 10.670	             	         	         	  31.430300	  50.092600	 71.004173	-66.401001	         	
    1152	000044791149_00_04	0.001	  6270	  0.796	1417.49	  9.887	 4	 44791149	  0.300	 3800.00	 10.387	             	 0.110000	         	           	           	 61.797862	-29.309507	         	
    1153	000231742789_00_99	0.001	  1220	  4.457	1341.09	 26.761	99	231742789	  0.250	 5539.70	 10.675	   141.611300	 4.580000	 0.974915	  97.683800	  49.222700	 78.095248	-67.133991	 0.871380	 1.473480
    1154	000270478293_00_04	0.001	  5670	  2.895	1415.28	 18.247	 4	270478293	       	 3438.00	 11.169	    51.986603	 4.895480	 0.361000	  11.530000	 215.980000	 34.197500	  1.212600	 0.355000	 8.069050
    1155	000167008868_01_02	0.001	  1250	  0.780	1364.16	 11.993	 2	167008868	       	 6844.00	  8.489	             	 4.035780	 1.479960	   1.979940	  -4.175720	 95.037578	-66.553412	 1.933960	 0.204601
    1156	000038396965_02_01	0.001	   150	  4.383	1330.44	 17.257	 1	 38396965	       	 3361.00	  2.345	   150.375931	         	         	  37.000000	   1.700000	 60.224175	-62.159233	         	
    1157	000220474952_00_04	0.001	 18540	  1.078	1414.47	  8.667	 4	220474952	       	 3266.00	 13.918	             	         	         	           	           	 75.363568	-57.133686	         	
    1158	000391887390_01_01	0.001	 38490	  0.592	1330.00	 17.645	 1	391887390	       	 5456.00	  9.530	    85.192650	 4.531620	 0.953131	  25.388500	 -24.880000	 82.678155	-70.919694	 0.876963	 1.413220
    1159	000287350461_00_03	0.001	  5360	  1.202	1392.28	  9.572	 3	287350461	       	 3335.00	 11.290	    44.130910	 4.946830	 0.296000	-172.120000	  14.810000	122.070400	-73.027800	 0.303000	10.640500
    1160	000425904893_01_99	0.001	  3530	  1.222	1348.41	 27.311	99	425904893	       	 2990.00	  4.771	   254.452927	         	         	 -13.200000	   5.900000	359.769042	-56.575646	         	
    1161	000219398128_01_04	0.001	  3940	  3.032	1411.96	 20.022	 4	219398128	       	 3374.00	 11.374	             	         	         	           	           	 77.970894	-52.774620	         	
    1162	000101100599_00_04	0.001	  2210	  1.978	1414.79	 17.268	 4	101100599	       	 5431.00	  9.805	   111.608162	 4.412690	 0.946529	  26.285100	   6.059950	 57.622883	-43.618368	 1.002160	 0.940422
    1163	000030631330_00_99	0.001	 68300	  3.844	1354.19	 40.682	99	 30631330	       	 5951.00	 10.719	   246.481000	 4.313500	 1.088809	  37.200000	  13.900000	 75.199009	-70.497592	 1.204870	 0.622481
    1164	000005795305_00_02	0.001	  8670	 12.368	1354.60	 12.046	 2	  5795305	       	 5840.00	 10.352	   223.857000	 4.333800	 1.053292	  -1.850000	  36.520000	348.750402	-15.046762	 1.157680	 0.678866
    1165	000220539110_01_01	0.001	  6550	  1.642	1327.89	 24.346	 1	220539110	       	 3565.00	  9.929	    36.364280	 4.835190	 0.444000	 131.530000	 147.340000	 43.445400	-61.588500	 0.422000	 5.908070
    1166	000293271581_01_03	0.001	 67970	  0.630	1386.15	  0.290	 3	293271581	       	 8804.00	 12.420	             	         	         	  -3.578930	   3.361960	 98.900270	-62.640057	         	
    1167	000122504533_00_03	0.001	  2600	 14.420	1389.80	  4.167	 3	122504533	       	 5448.00	 10.608	   160.614136	 4.447710	 0.951024	 -64.279100	  -0.281450	 38.035675	-34.889522	 0.964841	 1.058830
    1168	000055384162_00_99	0.001	  1530	  2.840	1347.94	 44.862	99	 55384162	       	        	  5.889	             	         	         	  22.200000	  26.300000	 77.536882	-64.317888	         	
    1169	000047424873_00_02	0.001	 10200	  1.721	1358.62	 19.017	 2	 47424873	       	 3193.00	 11.023	    28.833105	 5.023020	 0.214000	-233.220000	-166.740000	342.285000	-28.855600	 0.236000	16.280900
    1170	000231742782_00_99	0.001	  4760	  3.386	1347.72	 57.053	99	231742782	       	 4922.00	 11.245	   150.426000	 4.505500	 0.807626	           	           	 78.083298	-67.132294	 0.831900	 1.402810
    1171	000033714944_01_99	0.001	  6210	  9.669	1336.85	 65.679	99	 33714944	       	 3431.00	 12.374	             	         	         	           	           	 60.397947	-72.255280	         	
    1172	000179040607_00_01	0.001	  7000	  2.255	1330.44	 17.972	 1	179040607	       	 5350.00	  9.924	   165.235611	 4.074580	 0.924835	 -15.772800	  30.762700	 79.030704	-68.259824	 1.462030	 0.295934
    1173	000231907973_00_99	0.001	  3080	  4.094	1343.82	 30.929	99	231907973	       	 4015.00	  9.717	    44.497684	         	 0.627384	 -56.272900	  88.003500	  6.311069	-61.513422	 0.646331	 2.323640
    1174	000029928567_01_03	0.001	 13970	  7.958	1390.13	 12.439	 3	 29928567	       	        	  8.101	             	         	         	           	           	 24.755006	-17.950739	         	
    1175	000234529160_00_02	0.001	  5740	  3.026	1355.20	 25.167	 2	234529160	       	 3228.00	 10.942	             	         	         	           	           	 16.594446	-63.777534	         	
    1176	000439908591_00_04	0.001	  1090	  2.548	1412.69	 20.844	 4	439908591	 -0.460	 5400.70	  9.933	   471.951900	 3.120000	 0.967985	 -22.012100	 -11.313600	 45.738621	 -3.247841	 4.355180	 0.011718
    1177	000033834564_00_04	0.001	 19090	  2.426	1412.74	 21.817	 4	 33834564	       	 3290.00	 13.803	             	         	         	  18.552400	  24.623800	 63.785865	-72.641962	         	
    1178	000261105201_01_99	0.001	  2000	  0.457	1325.53	  0.478	99	261105201	       	 6342.00	  8.309	   227.326050	 3.479130	 1.256280	  66.287500	   3.959750	 82.827401	-79.008764	 3.382150	 0.032472
    1179	000077371445_00_04	0.001	  1680	  3.675	1412.45	 19.285	 4	 77371445	       	 5311.00	  8.145	    51.225570	         	 0.858395	  69.081800	  36.765500	 72.647699	-41.047417	 0.995643	 0.869714
    1180	000122671519_00_03	0.001	  6540	  1.348	1387.64	  8.452	 3	122671519	       	 3157.00	 10.897	             	         	         	 -24.602100	  93.973000	 42.219221	-34.073524	         	
    1181	000388131027_00_99	0.001	  2320	  4.658	1348.55	 54.133	99	388131027	       	 7293.00	  8.019	   170.150345	 3.941630	 1.647350	  28.076800	  27.298900	 65.361385	-69.615686	 2.274010	 0.140091
    1182	000279615427_01_02	0.001	  2590	  1.855	1356.70	 21.939	 2	279615427	       	 3993.00	 10.163	    57.258780	 4.676720	 0.674000	 310.920000	 -51.610000	106.460600	-58.809100	 0.624000	 2.774000
    1183	000257500475_01_03	0.001	   280	  5.132	1390.34	 12.469	 3	257500475	       	 3329.00	  4.919	   602.409668	         	         	 -16.600000	  24.800000	 31.194560	-17.287470	         	
    1184	000339770560_01_99	0.001	 13990	  3.890	1343.13	 60.578	99	339770560	       	 3460.00	 12.526	             	         	         	  36.338800	  -9.024550	111.121225	-59.372989	         	
    1185	000220536421_06_99	0.001	  1130	  9.263	1344.39	 47.597	99	220536421	       	 4965.00	  7.894	    40.175003	         	 0.786783	 130.284000	 145.545000	 42.970709	-61.617961	 0.999319	 0.788393
    1186	000231715395_00_01	0.001	 59680	 11.165	1325.95	 15.750	 1	231715395	       	 5205.00	 10.462	   126.929688	 4.522430	 0.885184	 -16.055300	  10.860800	352.661301	-55.444833	 0.854110	 1.420670
    1187	000201938513_02_99	0.001	  4360	  3.514	1372.89	 18.816	99	201938513	       	 3450.00	 10.769	             	         	         	  -8.256560	  89.388400	 41.943328	-58.074223	         	
    1188	000214517415_02_01	0.001	     0	  3.500	1328.72	 20.487	 1	214517415	       	 3080.00	 12.161	             	         	         	           	           	340.504280	-37.292850	         	
    1189	000279726870_00_02	0.001	  4790	  2.868	1362.38	 17.852	 2	279726870	       	 7363.00	  9.729	   265.891700	 4.277370	 1.674140	  12.663100	  28.919000	 50.425196	-61.209316	 1.557480	 0.443123
    1190	000177351052_00_99	0.001	  1080	  4.946	1348.48	 46.272	99	177351052	 -0.260	 5640.59	  9.916	   114.292068	 4.363760	 1.025590	 161.023000	 -39.068600	104.268777	-73.829611	 0.918428	 1.323850
    1191	000294754396_01_04	0.001	  1930	  1.239	1415.84	  9.073	 4	294754396	       	 3736.00	 10.670	             	         	         	  31.430300	  50.092600	 71.004173	-66.401001	         	
    1192	000328350836_00_04	0.001	  1070	  3.927	1416.59	 14.833	 4	328350836	       	 5900.00	  9.199	    94.317150	 4.484600	 1.071720	-108.571000	 201.096000	 46.927804	  1.205446	 0.981650	 1.132950
    1193	000201226029_00_99	0.001	 34680	  6.030	1345.08	 31.409	99	201226029	       	        	 13.506	             	         	         	 -73.130800	  89.044200	358.190096	-52.499829	         	
    1194	000009964897_00_04	0.001	  5280	  2.775	1412.38	 18.232	 4	  9964897	       	 5071.00	 10.616	   118.454000	 4.483080	 0.848186	 -14.800000	  31.100000	 50.456924	-10.871658	 0.874822	 1.266870
    1195	000150187916_01_01	0.001	   920	  0.675	1325.79	  1.116	 1	150187916	       	 6178.60	  7.787	    87.663160	         	 1.141890	  79.394100	  34.542400	 93.714120	-62.283981	 1.633680	 0.261893
    1196	000381979279_02_99	0.001	  3780	  3.420	1330.91	 71.860	99	381979279	       	 5911.00	 10.328	   210.037000	 4.320780	 1.075286	  16.938100	   4.552410	 77.611484	-57.533275	 1.187370	 0.642337
    1197	000029636302_00_01	0.001	 10140	  2.155	1333.98	 10.183	 1	 29636302	       	 3560.00	 12.236	   104.761086	 4.837450	 0.440000	 -74.010000	  32.680000	315.060400	-26.809900	 0.419000	 5.981510
    1198	000030631330_01_03	0.001	 17480	 19.600	1386.48	 17.991	 3	 30631330	       	 5951.00	 10.719	   246.481000	 4.313500	 1.088809	  37.200000	  13.900000	 75.199009	-70.497592	 1.204870	 0.622481
    1199	000220567625_03_99	0.001	  2190	  5.153	1347.76	 44.948	99	220567625	       	 6209.74	  7.341	   126.519020	         	 1.176300	  38.948000	 -23.508600	 46.209107	-65.184706	 2.792150	 0.054038
    1200	000260506296_00_99	0.001	   730	  2.608	1334.23	 39.199	99	260506296	       	 3133.00	 13.696	             	         	         	  76.671400	 -18.365400	 96.750241	-56.367823	         	
    1201	000259962054_00_99	0.001	  2530	  6.324	1327.73	 51.954	99	259962054	       	 3203.00	 12.170	    49.951504	 5.016820	 0.220000	 144.080000	 -59.850000	 43.018800	-67.687600	 0.241000	15.717100
    1202	000152184774_02_01	0.001	 22360	  1.000	1326.67	 10.694	 1	152184774	       	 7508.00	  8.570	   203.682053	 4.078190	 1.731260	   6.000760	   0.226299	308.984190	-30.548530	 1.992060	 0.219006
    1203	000422651413_00_04	0.001	  8690	  3.901	1412.13	 18.426	 4	422651413	       	 3319.00	 13.167	    97.632470	 4.955150	 0.286000	  72.370000	 272.290000	 28.944000	  1.612200	 0.295000	11.140400
    1204	000055659311_00_99	0.001	202060	 10.825	1333.25	 45.451	99	 55659311	       	 6351.00	  9.780	   224.174000	 4.245190	 1.260557	  32.200000	  16.700000	 74.117302	-64.487515	 1.402490	 0.456940
    1205	000279494336_00_04	0.001	 17930	 11.928	1413.58	 21.060	 4	279494336	       	 3356.00	 12.898	    96.779390	 4.937300	 0.309000	 -53.760000	  -7.140000	 59.087400	-15.805800	 0.313000	10.076900
    1206	000055404385_02_02	0.001	   390	  1.746	1354.63	 11.790	 2	 55404385	       	 6562.00	  6.615	    62.321217	         	 1.264360	  58.819900	  40.088600	 78.012736	-65.175705	 1.881930	 0.189697
    1207	000260352096_01_01	0.001	 23990	 15.258	1325.64	  1.559	 1	260352096	       	 3896.00	 14.712	             	         	         	  15.560300	  -0.513032	 94.789207	-56.946842	         	
    1208	000197845877_00_04	0.001	   790	  7.284	1421.98	 11.716	 4	197845877	       	        	  5.128	   478.073000	         	         	  15.403800	   6.194250	 54.913510	-56.234603	         	
    1209	000287438823_01_99	0.001	 39970	  6.029	1355.99	 42.775	99	287438823	       	 3286.00	 13.113	             	         	         	 115.823000	 -27.225800	 82.386454	-71.899284	         	
    1210	000261376909_01_04	0.001	 35490	  0.372	1410.93	  0.254	 4	261376909	       	        	 12.021	             	         	         	           	           	 92.933134	-81.822983	         	
    1211	000040085742_00_03	0.001	  5600	 10.733	1388.59	 15.913	 3	 40085742	       	 4671.00	 10.981	   113.269684	 4.531560	 0.744085	 -82.612500	  51.650500	  7.605502	-11.480726	 0.774897	 1.599160
    1212	000234506911_00_99	0.001	  6770	  2.158	1341.75	 31.926	99	234506911	       	 3491.00	 10.708	             	         	         	 -40.698400	  94.105100	 12.398616	-63.794900	         	
    1213	000066533627_00_02	0.001	 11650	  5.390	1358.07	 18.910	 2	 66533627	       	 7099.00	  6.287	    73.206400	 3.933950	 1.575520	  11.970000	 131.860000	356.505218	-18.679721	 2.243630	 0.139499
    1214	000471013582_00_02	0.001	284920	  3.500	1360.57	 11.950	 2	471013582	       	        	 16.100	             	         	         	           	           	 91.128750	-71.423060	         	
    1215	000318785502_00_04	0.001	  3620	  3.211	1412.45	 15.855	 4	318785502	       	 4100.00	  8.954	             	 0.160000	         	 -57.660000	  77.090000	 40.357868	  5.988391	         	
    1216	000141975926_00_02	0.001	 12760	  3.915	1357.38	 22.200	 2	141975926	       	 3340.00	 11.116	             	         	         	           	           	 95.917670	-75.075775	         	
    1217	000167121012_02_99	0.001	   270	  1.749	1361.66	 43.082	99	167121012	       	 3046.00	  5.330	   931.895264	         	         	   8.898430	   8.697920	 95.993045	-68.600888	         	
    1218	000150359982_03_99	0.001	  1360	  2.745	1335.41	 13.373	99	150359982	  0.112	 5243.47	 10.204	   118.845000	 4.601050	 0.902954	  19.400000	  -8.300000	 96.404079	-60.937601	 0.781201	 1.893990
    1219	000201879679_00_99	0.001	   190	  7.449	1356.65	 23.398	99	201879679	       	 5532.00	  9.122	    75.764020	 4.502280	 0.972869	 -85.830700	  64.163100	 39.221692	-54.624615	 0.916431	 1.264020
    1220	000391745863_00_99	0.001	 21180	  2.195	1349.92	 38.028	99	391745863	       	 3180.00	 12.935	             	         	         	           	           	 82.707158	-67.098663	         	
    1221	000281461138_01_99	0.001	  3250	  1.417	1325.41	  0.652	99	281461138	       	 2824.00	 12.966	             	         	         	 -65.116800	  94.636100	  5.988866	-55.528771	         	
    1222	000220433364_00_03	0.001	 28470	  1.329	1394.20	 10.783	 3	220433364	       	 3267.00	  9.380	    15.841427	 4.911190	 0.368000	  71.250000	 155.240000	 73.377200	-55.858800	 0.352000	 8.437620
    1223	000025078924_01_03	0.001	 10570	  1.905	1386.10	  0.904	 3	 25078924	       	 5614.00	 10.717	   197.152000	 4.376590	 0.993562	  17.300000	   3.500000	 60.930897	-65.972856	 1.070320	 0.810305
    1224	000150442264_06_99	0.001	  1400	  0.956	1328.51	  4.443	99	150442264	       	        	  6.295	             	         	         	  10.800000	  -9.500000	 97.794319	-61.879559	         	
    1225	000149175965_00_02	0.001	 49140	  4.033	1364.33	 15.091	 2	149175965	       	 3517.00	 12.273	             	         	         	           	           	 81.629437	-60.377495	         	
    1226	000220433363_00_04	0.001	  9580	  2.858	1414.45	 17.888	 4	220433363	       	 3509.00	  8.591	    17.077219	 4.852430	 0.473000	  75.868500	 126.784000	 73.380000	-55.860300	 0.427000	 6.075440
    1227	000152283580_00_01	0.001	 13620	  3.595	1336.13	 15.019	 1	152283580	       	 3177.00	 12.391	    52.321476	 5.028840	 0.206000	 -83.000000	 207.990000	329.328200	-35.338700	 0.230000	16.931000
    1228	000150320620_03_99	0.001	   300	  2.198	1359.16	 17.002	99	150320620	       	 3531.00	  4.426	   327.868866	         	         	  16.800000	 -17.200000	 95.756117	-63.683108	         	
    1229	000150191258_00_02	0.001	  2150	  0.929	1361.61	 11.990	 2	150191258	 -0.260	 5738.00	 10.557	   192.004181	 3.980000	 1.061380	  -7.914560	 -23.886400	 93.974408	-64.072596	 1.120670	 0.754115
    1230	000419942387_00_04	0.001	  4830	  6.199	1414.15	 16.721	 4	419942387	       	 3339.00	 10.450	    30.230526	 4.944040	 0.298000	-131.980000	 -86.310000	 30.717000	  4.784000	 0.305000	10.503100
    1231	000260128957_00_99	0.001	  7140	  4.086	1347.82	 56.972	99	260128957	 -1.050	 4516.80	 10.875	   500.542000	 1.110000	 0.710229	   4.678790	   2.314630	 92.273703	-58.839645	 0.739736	 1.754560
    1232	000309299238_01_01	0.001	 33580	  0.837	1325.54	  0.381	 1	309299238	       	 3355.00	 13.256	             	         	         	           	           	124.498900	-64.352325	         	
    1233	000140940493_01_02	0.001	   510	  1.407	1354.27	  0.249	 2	140940493	 -0.024	 5516.25	 10.152	   116.208267	 4.503110	 0.967469	 107.640000	  27.518300	 77.018015	-72.708968	 0.914511	 1.264940
    1234	000257605131_00_04	0.001	  2080	  3.762	1412.06	 20.946	 4	257605131	       	 5467.00	 10.236	   122.429900	 4.534490	 0.956020	  12.152400	 -11.436500	 62.966444	-37.939784	 0.875387	 1.425170
    1235	000231833061_01_99	0.001	142420	 12.157	1333.62	 26.188	99	231833061	       	 4371.00	 10.862	   130.738068	 4.271330	 0.683360	   2.871380	  53.409500	 24.006812	-65.690880	 1.060860	 1.884240
    1236	000231826813_01_01	0.001	   390	  8.338	1326.70	  1.803	 1	231826813	       	 6882.00	  7.031	    76.891730	         	 1.468160	   6.171520	 -30.112700	 22.905720	-61.249317	 1.652220	 0.325514
    1237	000260162387_03_99	0.001	  4740	 11.665	1343.79	 48.773	99	260162387	       	 5591.00	 10.029	   232.510132	 4.084290	 0.987806	 -20.313900	   7.802730	 92.824758	-55.551084	 1.494180	 0.296117
    1238	000279949020_02_99	0.001	  1740	  4.651	1361.71	 40.965	99	279949020	 -0.800	 5860.00	  8.790	   175.226791	 3.510000	 1.160980	  11.066600	  11.763300	 40.391942	-59.985363	 2.305060	 0.094793
    1239	000277173650_02_03	0.001	  7060	  1.089	1390.07	 12.491	 3	277173650	       	        	 10.865	             	         	         	  -1.315620	   2.815880	 84.196656	-69.497841	         	
    1240	000248381971_01_03	0.001	   290	  3.517	1390.18	 12.493	 3	248381971	 -0.105	 6024.00	  6.942	    36.847614	 4.450970	 1.050000	-136.930000	-162.925000	 18.622169	 -5.047396	 1.010000	 1.019120
